Label (Grouping),Alabama!!Number!!Estimate,Alabama!!Number!!Margin of Error,Alabama!!Percent Distribution!!Estimate,Alabama!!Percent Distribution!!Margin of Error,Alabama!!Median income (dollars)!!Estimate,Alabama!!Median income (dollars)!!Margin of Error,Alaska!!Number!!Estimate,Alaska!!Number!!Margin of Error,Alaska!!Percent Distribution!!Estimate,Alaska!!Percent Distribution!!Margin of Error,Alaska!!Median income (dollars)!!Estimate,Alaska!!Median income (dollars)!!Margin of Error,Arizona!!Number!!Estimate,Arizona!!Number!!Margin of Error,Arizona!!Percent Distribution!!Estimate,Arizona!!Percent Distribution!!Margin of Error,Arizona!!Median income (dollars)!!Estimate,Arizona!!Median income (dollars)!!Margin of Error,Arkansas!!Number!!Estimate,Arkansas!!Number!!Margin of Error,Arkansas!!Percent Distribution!!Estimate,Arkansas!!Percent Distribution!!Margin of Error,Arkansas!!Median income (dollars)!!Estimate,Arkansas!!Median income (dollars)!!Margin of Error,California!!Number!!Estimate,California!!Number!!Margin of Error,California!!Percent Distribution!!Estimate,California!!Percent Distribution!!Margin of Error,California!!Median income (dollars)!!Estimate,California!!Median income (dollars)!!Margin of Error,Colorado!!Number!!Estimate,Colorado!!Number!!Margin of Error,Colorado!!Percent Distribution!!Estimate,Colorado!!Percent Distribution!!Margin of Error,Colorado!!Median income (dollars)!!Estimate,Colorado!!Median income (dollars)!!Margin of Error,Connecticut!!Number!!Estimate,Connecticut!!Number!!Margin of Error,Connecticut!!Percent Distribution!!Estimate,Connecticut!!Percent Distribution!!Margin of Error,Connecticut!!Median income (dollars)!!Estimate,Connecticut!!Median income (dollars)!!Margin of Error,Delaware!!Number!!Estimate,Delaware!!Number!!Margin of Error,Delaware!!Percent Distribution!!Estimate,Delaware!!Percent Distribution!!Margin of Error,Delaware!!Median income (dollars)!!Estimate,Delaware!!Median income (dollars)!!Margin of Error,District of Columbia!!Number!!Estimate,District of Columbia!!Number!!Margin of Error,District of Columbia!!Percent Distribution!!Estimate,District of Columbia!!Percent Distribution!!Margin of Error,District of Columbia!!Median income (dollars)!!Estimate,District of Columbia!!Median income (dollars)!!Margin of Error,Florida!!Number!!Estimate,Florida!!Number!!Margin of Error,Florida!!Percent Distribution!!Estimate,Florida!!Percent Distribution!!Margin of Error,Florida!!Median income (dollars)!!Estimate,Florida!!Median income (dollars)!!Margin of Error,Georgia!!Number!!Estimate,Georgia!!Number!!Margin of Error,Georgia!!Percent Distribution!!Estimate,Georgia!!Percent Distribution!!Margin of Error,Georgia!!Median income (dollars)!!Estimate,Georgia!!Median income (dollars)!!Margin of Error,Hawaii!!Number!!Estimate,Hawaii!!Number!!Margin of Error,Hawaii!!Percent Distribution!!Estimate,Hawaii!!Percent Distribution!!Margin of Error,Hawaii!!Median income (dollars)!!Estimate,Hawaii!!Median income (dollars)!!Margin of Error,Idaho!!Number!!Estimate,Idaho!!Number!!Margin of Error,Idaho!!Percent Distribution!!Estimate,Idaho!!Percent Distribution!!Margin of Error,Idaho!!Median income (dollars)!!Estimate,Idaho!!Median income (dollars)!!Margin of Error,Illinois!!Number!!Estimate,Illinois!!Number!!Margin of Error,Illinois!!Percent Distribution!!Estimate,Illinois!!Percent Distribution!!Margin of Error,Illinois!!Median income (dollars)!!Estimate,Illinois!!Median income (dollars)!!Margin of Error,Indiana!!Number!!Estimate,Indiana!!Number!!Margin of Error,Indiana!!Percent Distribution!!Estimate,Indiana!!Percent Distribution!!Margin of Error,Indiana!!Median income (dollars)!!Estimate,Indiana!!Median income (dollars)!!Margin of Error,Iowa!!Number!!Estimate,Iowa!!Number!!Margin of Error,Iowa!!Percent Distribution!!Estimate,Iowa!!Percent Distribution!!Margin of Error,Iowa!!Median income (dollars)!!Estimate,Iowa!!Median income (dollars)!!Margin of Error,Kansas!!Number!!Estimate,Kansas!!Number!!Margin of Error,Kansas!!Percent Distribution!!Estimate,Kansas!!Percent Distribution!!Margin of Error,Kansas!!Median income (dollars)!!Estimate,Kansas!!Median income (dollars)!!Margin of Error,Kentucky!!Number!!Estimate,Kentucky!!Number!!Margin of Error,Kentucky!!Percent Distribution!!Estimate,Kentucky!!Percent Distribution!!Margin of Error,Kentucky!!Median income (dollars)!!Estimate,Kentucky!!Median income (dollars)!!Margin of Error,Louisiana!!Number!!Estimate,Louisiana!!Number!!Margin of Error,Louisiana!!Percent Distribution!!Estimate,Louisiana!!Percent Distribution!!Margin of Error,Louisiana!!Median income (dollars)!!Estimate,Louisiana!!Median income (dollars)!!Margin of Error,Maine!!Number!!Estimate,Maine!!Number!!Margin of Error,Maine!!Percent Distribution!!Estimate,Maine!!Percent Distribution!!Margin of Error,Maine!!Median income (dollars)!!Estimate,Maine!!Median income (dollars)!!Margin of Error,Maryland!!Number!!Estimate,Maryland!!Number!!Margin of Error,Maryland!!Percent Distribution!!Estimate,Maryland!!Percent Distribution!!Margin of Error,Maryland!!Median income (dollars)!!Estimate,Maryland!!Median income (dollars)!!Margin of Error,Massachusetts!!Number!!Estimate,Massachusetts!!Number!!Margin of Error,Massachusetts!!Percent Distribution!!Estimate,Massachusetts!!Percent Distribution!!Margin of Error,Massachusetts!!Median income (dollars)!!Estimate,Massachusetts!!Median income (dollars)!!Margin of Error,Michigan!!Number!!Estimate,Michigan!!Number!!Margin of Error,Michigan!!Percent Distribution!!Estimate,Michigan!!Percent Distribution!!Margin of Error,Michigan!!Median income (dollars)!!Estimate,Michigan!!Median income (dollars)!!Margin of Error,Minnesota!!Number!!Estimate,Minnesota!!Number!!Margin of Error,Minnesota!!Percent Distribution!!Estimate,Minnesota!!Percent Distribution!!Margin of Error,Minnesota!!Median income (dollars)!!Estimate,Minnesota!!Median income (dollars)!!Margin of Error,Mississippi!!Number!!Estimate,Mississippi!!Number!!Margin of Error,Mississippi!!Percent Distribution!!Estimate,Mississippi!!Percent Distribution!!Margin of Error,Mississippi!!Median income (dollars)!!Estimate,Mississippi!!Median income (dollars)!!Margin of Error,Missouri!!Number!!Estimate,Missouri!!Number!!Margin of Error,Missouri!!Percent Distribution!!Estimate,Missouri!!Percent Distribution!!Margin of Error,Missouri!!Median income (dollars)!!Estimate,Missouri!!Median income (dollars)!!Margin of Error,Montana!!Number!!Estimate,Montana!!Number!!Margin of Error,Montana!!Percent Distribution!!Estimate,Montana!!Percent Distribution!!Margin of Error,Montana!!Median income (dollars)!!Estimate,Montana!!Median income (dollars)!!Margin of Error,Nebraska!!Number!!Estimate,Nebraska!!Number!!Margin of Error,Nebraska!!Percent Distribution!!Estimate,Nebraska!!Percent Distribution!!Margin of Error,Nebraska!!Median income (dollars)!!Estimate,Nebraska!!Median income (dollars)!!Margin of Error,Nevada!!Number!!Estimate,Nevada!!Number!!Margin of Error,Nevada!!Percent Distribution!!Estimate,Nevada!!Percent Distribution!!Margin of Error,Nevada!!Median income (dollars)!!Estimate,Nevada!!Median income (dollars)!!Margin of Error,New Hampshire!!Number!!Estimate,New Hampshire!!Number!!Margin of Error,New Hampshire!!Percent Distribution!!Estimate,New Hampshire!!Percent Distribution!!Margin of Error,New Hampshire!!Median income (dollars)!!Estimate,New Hampshire!!Median income (dollars)!!Margin of Error,New Jersey!!Number!!Estimate,New Jersey!!Number!!Margin of Error,New Jersey!!Percent Distribution!!Estimate,New Jersey!!Percent Distribution!!Margin of Error,New Jersey!!Median income (dollars)!!Estimate,New Jersey!!Median income (dollars)!!Margin of Error,New Mexico!!Number!!Estimate,New Mexico!!Number!!Margin of Error,New Mexico!!Percent Distribution!!Estimate,New Mexico!!Percent Distribution!!Margin of Error,New Mexico!!Median income (dollars)!!Estimate,New Mexico!!Median income (dollars)!!Margin of Error,New York!!Number!!Estimate,New York!!Number!!Margin of Error,New York!!Percent Distribution!!Estimate,New York!!Percent Distribution!!Margin of Error,New York!!Median income (dollars)!!Estimate,New York!!Median income (dollars)!!Margin of Error,North Carolina!!Number!!Estimate,North Carolina!!Number!!Margin of Error,North Carolina!!Percent Distribution!!Estimate,North Carolina!!Percent Distribution!!Margin of Error,North Carolina!!Median income (dollars)!!Estimate,North Carolina!!Median income (dollars)!!Margin of Error,North Dakota!!Number!!Estimate,North Dakota!!Number!!Margin of Error,North Dakota!!Percent Distribution!!Estimate,North Dakota!!Percent Distribution!!Margin of Error,North Dakota!!Median income (dollars)!!Estimate,North Dakota!!Median income (dollars)!!Margin of Error,Ohio!!Number!!Estimate,Ohio!!Number!!Margin of Error,Ohio!!Percent Distribution!!Estimate,Ohio!!Percent Distribution!!Margin of Error,Ohio!!Median income (dollars)!!Estimate,Ohio!!Median income (dollars)!!Margin of Error,Oklahoma!!Number!!Estimate,Oklahoma!!Number!!Margin of Error,Oklahoma!!Percent Distribution!!Estimate,Oklahoma!!Percent Distribution!!Margin of Error,Oklahoma!!Median income (dollars)!!Estimate,Oklahoma!!Median income (dollars)!!Margin of Error,Oregon!!Number!!Estimate,Oregon!!Number!!Margin of Error,Oregon!!Percent Distribution!!Estimate,Oregon!!Percent Distribution!!Margin of Error,Oregon!!Median income (dollars)!!Estimate,Oregon!!Median income (dollars)!!Margin of Error,Pennsylvania!!Number!!Estimate,Pennsylvania!!Number!!Margin of Error,Pennsylvania!!Percent Distribution!!Estimate,Pennsylvania!!Percent Distribution!!Margin of Error,Pennsylvania!!Median income (dollars)!!Estimate,Pennsylvania!!Median income (dollars)!!Margin of Error,Rhode Island!!Number!!Estimate,Rhode Island!!Number!!Margin of Error,Rhode Island!!Percent Distribution!!Estimate,Rhode Island!!Percent Distribution!!Margin of Error,Rhode Island!!Median income (dollars)!!Estimate,Rhode Island!!Median income (dollars)!!Margin of Error,South Carolina!!Number!!Estimate,South Carolina!!Number!!Margin of Error,South Carolina!!Percent Distribution!!Estimate,South Carolina!!Percent Distribution!!Margin of Error,South Carolina!!Median income (dollars)!!Estimate,South Carolina!!Median income (dollars)!!Margin of Error,South Dakota!!Number!!Estimate,South Dakota!!Number!!Margin of Error,South Dakota!!Percent Distribution!!Estimate,South Dakota!!Percent Distribution!!Margin of Error,South Dakota!!Median income (dollars)!!Estimate,South Dakota!!Median income (dollars)!!Margin of Error,Tennessee!!Number!!Estimate,Tennessee!!Number!!Margin of Error,Tennessee!!Percent Distribution!!Estimate,Tennessee!!Percent Distribution!!Margin of Error,Tennessee!!Median income (dollars)!!Estimate,Tennessee!!Median income (dollars)!!Margin of Error,Texas!!Number!!Estimate,Texas!!Number!!Margin of Error,Texas!!Percent Distribution!!Estimate,Texas!!Percent Distribution!!Margin of Error,Texas!!Median income (dollars)!!Estimate,Texas!!Median income (dollars)!!Margin of Error,Utah!!Number!!Estimate,Utah!!Number!!Margin of Error,Utah!!Percent Distribution!!Estimate,Utah!!Percent Distribution!!Margin of Error,Utah!!Median income (dollars)!!Estimate,Utah!!Median income (dollars)!!Margin of Error,Vermont!!Number!!Estimate,Vermont!!Number!!Margin of Error,Vermont!!Percent Distribution!!Estimate,Vermont!!Percent Distribution!!Margin of Error,Vermont!!Median income (dollars)!!Estimate,Vermont!!Median income (dollars)!!Margin of Error,Virginia!!Number!!Estimate,Virginia!!Number!!Margin of Error,Virginia!!Percent Distribution!!Estimate,Virginia!!Percent Distribution!!Margin of Error,Virginia!!Median income (dollars)!!Estimate,Virginia!!Median income (dollars)!!Margin of Error,Washington!!Number!!Estimate,Washington!!Number!!Margin of Error,Washington!!Percent Distribution!!Estimate,Washington!!Percent Distribution!!Margin of Error,Washington!!Median income (dollars)!!Estimate,Washington!!Median income (dollars)!!Margin of Error,West Virginia!!Number!!Estimate,West Virginia!!Number!!Margin of Error,West Virginia!!Percent Distribution!!Estimate,West Virginia!!Percent Distribution!!Margin of Error,West Virginia!!Median income (dollars)!!Estimate,West Virginia!!Median income (dollars)!!Margin of Error,Wisconsin!!Number!!Estimate,Wisconsin!!Number!!Margin of Error,Wisconsin!!Percent Distribution!!Estimate,Wisconsin!!Percent Distribution!!Margin of Error,Wisconsin!!Median income (dollars)!!Estimate,Wisconsin!!Median income (dollars)!!Margin of Error,Wyoming!!Number!!Estimate,Wyoming!!Number!!Margin of Error,Wyoming!!Percent Distribution!!Estimate,Wyoming!!Percent Distribution!!Margin of Error,Wyoming!!Median income (dollars)!!Estimate,Wyoming!!Median income (dollars)!!Margin of Error,Puerto Rico!!Number!!Estimate,Puerto Rico!!Number!!Margin of Error,Puerto Rico!!Percent Distribution!!Estimate,Puerto Rico!!Percent Distribution!!Margin of Error,Puerto Rico!!Median income (dollars)!!Estimate,Puerto Rico!!Median income (dollars)!!Margin of Error
HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Households,"1,902,983","±5,852","1,902,983","±5,852","54,943",±377,"260,561","±1,334","260,561","±1,334","80,287","±1,113","2,683,557","±6,004","2,683,557","±6,004","65,913",±387,"1,158,460","±3,725","1,158,460","±3,725","52,123",±458,"13,217,586","±19,810","13,217,586","±19,810","84,097",±236,"2,227,932","±3,823","2,227,932","±3,823","80,184",±450,"1,397,324","±3,455","1,397,324","±3,455","83,572",±568,"381,097","±1,552","381,097","±1,552","72,724","±1,127","310,104","±1,722","310,104","±1,722","93,547","±1,718","8,157,420","±21,974","8,157,420","±21,974","61,777",±263,"3,885,371","±8,940","3,885,371","±8,940","65,030",±355,"478,413","±2,009","478,413","±2,009","88,005",±761,"657,101","±2,559","657,101","±2,559","63,377",±614,"4,930,255","±7,843","4,930,255","±7,843","72,563",±319,"2,622,601","±6,597","2,622,601","±6,597","61,944",±284,"1,275,893","±3,252","1,275,893","±3,252","65,429",±397,"1,139,738","±3,775","1,139,738","±3,775","64,521",±344,"1,748,475","±5,017","1,748,475","±5,017","55,454",±389,"1,748,688","±5,810","1,748,688","±5,810","53,571",±378,"571,064","±1,997","571,064","±1,997","63,182",±651,"2,294,270","±4,090","2,294,270","±4,090","91,431",±570,"2,714,448","±4,158","2,714,448","±4,158","89,026",±495,"3,976,729","±8,287","3,976,729","±8,287","63,202",±242,"2,229,100","±4,779","2,229,100","±4,779","77,706",±350,"1,108,670","±4,270","1,108,670","±4,270","49,111",±447,"2,433,819","±5,438","2,433,819","±5,438","61,043",±316,"436,481","±2,253","436,481","±2,253","60,560",±730,"766,887","±2,420","766,887","±2,420","66,644",±429,"1,141,952","±2,588","1,141,952","±2,588","65,686",±488,"540,498","±1,974","540,498","±1,974","83,449",±773,"3,397,156","±5,756","3,397,156","±5,756","89,703",±507,"797,596","±2,730","797,596","±2,730","54,020",±484,"7,530,150","±13,493","7,530,150","±13,493","75,157",±322,"4,034,684","±9,031","4,034,684","±9,031","60,516",±353,"316,542","±1,777","316,542","±1,777","68,131","±1,030","4,754,161","±9,064","4,754,161","±9,064","61,938",±252,"1,503,868","±2,833","1,503,868","±2,833","56,956",±382,"1,658,091","±3,326","1,658,091","±3,326","70,084",±505,"5,147,783","±8,001","5,147,783","±8,001","67,587",±271,"426,769","±1,986","426,769","±1,986","74,489","±1,058","1,976,447","±5,877","1,976,447","±5,877","58,234",±482,"345,779","±1,419","345,779","±1,419","63,920",±695,"2,664,791","±6,361","2,664,791","±6,361","58,516",±363,"10,239,341","±15,384","10,239,341","±15,384","67,321",±214,"1,033,651","±2,531","1,033,651","±2,531","79,133",±556,"262,514","±1,418","262,514","±1,418","67,674",±896,"3,248,528","±6,651","3,248,528","±6,651","80,615",±377,"2,931,841","±4,588","2,931,841","±4,588","82,400",±397,"711,352","±2,637","711,352","±2,637","50,884",±550,"2,401,818","±5,041","2,401,818","±5,041","67,080",±329,"230,653","±1,540","230,653","±1,540","68,002","±1,091","1,196,790","±4,278","1,196,790","±4,278","21,967",±175
        One race--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            White,"1,311,911","±5,235",68.90%,±0.2,"63,592",±456,"185,456","±1,535",71.20%,±0.5,"87,920","±1,282","2,050,229","±6,115",76.40%,±0.2,"68,643",±414,"894,788","±3,867",77.20%,±0.2,"55,985",±556,"7,763,068","±18,608",58.70%,±0.1,"88,616",±320,"1,844,651","±4,336",82.80%,±0.1,"83,303",±461,"1,066,814","±4,291",76.30%,±0.2,"91,524",±792,"265,249","±1,870",69.60%,±0.4,"78,491","±1,224","138,443","±1,403",44.60%,±0.4,"150,563","±3,009","5,947,647","±18,892",72.90%,±0.1,"65,519",±280,"2,296,169","±8,069",59.10%,±0.1,"74,381",±449,"148,919","±1,382",31.10%,±0.3,"87,367","±1,863","588,475","±3,008",89.60%,±0.3,"64,579",±651,"3,563,994","±8,030",72.30%,±0.1,"78,666",±347,"2,199,394","±6,364",83.90%,±0.1,"65,238",±318,"1,162,670","±3,298",91.10%,±0.1,"66,994",±348,"968,026","±3,988",84.90%,±0.2,"66,892",±443,"1,526,383","±4,988",87.30%,±0.1,"57,430",±446,"1,113,880","±4,625",63.70%,±0.2,"64,965",±556,"542,325","±2,203",95.00%,±0.2,"63,777",±648,"1,312,978","±4,593",57.20%,±0.2,"101,579",±715,"2,143,013","±5,780",78.90%,±0.2,"94,510",±552,"3,165,690","±8,178",79.60%,±0.1,"67,336",±276,"1,917,719","±4,760",86.00%,±0.1,"80,991",±366,"664,870","±3,996",60.00%,±0.2,"60,976",±701,"2,007,699","±5,842",82.50%,±0.1,"64,383",±312,"397,448","±2,239",91.10%,±0.2,"62,091",±735,"671,344","±2,642",87.50%,±0.2,"68,849",±457,"746,298","±3,573",65.40%,±0.3,"71,123",±611,"503,804","±2,344",93.20%,±0.3,"84,009",±783,"2,280,850","±6,578",67.10%,±0.1,"97,180",±562,"560,532","±3,738",70.30%,±0.4,"57,815",±693,"4,977,721","±12,451",66.10%,±0.1,"83,877",±347,"2,814,631","±8,160",69.80%,±0.1,"67,336",±410,"279,371","±1,597",88.30%,±0.3,"71,755","±1,080","3,885,219","±8,687",81.70%,±0.1,"66,456",±247,"1,120,294","±3,071",74.50%,±0.2,"60,807",±466,"1,405,556","±4,220",84.80%,±0.2,"70,922",±633,"4,207,960","±9,230",81.70%,±0.1,"71,844",±317,"347,555","±2,374",81.40%,±0.4,"79,332","±1,101","1,359,698","±5,821",68.80%,±0.2,"67,239",±469,"306,383","±1,536",88.60%,±0.3,"67,013",±774,"2,085,302","±5,836",78.30%,±0.1,"62,556",±357,"6,886,882","±18,008",67.30%,±0.1,"72,829",±323,"900,902","±3,244",87.20%,±0.2,"81,350",±627,"249,286","±1,512",95.00%,±0.2,"68,389",±934,"2,240,383","±6,303",69.00%,±0.1,"86,797",±434,"2,264,270","±5,414",77.20%,±0.1,"83,742",±445,"664,959","±2,727",93.50%,±0.2,"51,585",±567,"2,096,318","±5,898",87.30%,±0.1,"70,167",±379,"211,134","±1,598",91.50%,±0.4,"68,965","±1,127","600,988","±4,336",50.20%,±0.3,"22,699",±273
            Black or African American,"494,828","±3,507",26.00%,±0.2,"37,215",±525,"8,458",±616,3.20%,±0.2,"66,769","±5,078","112,916","±2,231",4.20%,±0.1,"53,303","±1,317","171,154","±1,828",14.80%,±0.1,"35,200",±893,"806,891","±5,223",6.10%,±0.1,"58,958",±768,"84,592","±1,478",3.80%,±0.1,"57,118","±2,051","140,219","±1,854",10.00%,±0.1,"54,325","±1,396","79,978","±1,373",21.00%,±0.3,"53,636","±2,276","132,384","±1,518",42.70%,±0.4,"51,562","±1,581","1,117,002","±6,314",13.70%,±0.1,"46,176",±470,"1,208,662","±6,005",31.10%,±0.1,"50,169",±458,"10,570",±557,2.20%,±0.1,"73,924","±5,087","3,001",±387,0.50%,±0.1,"46,696","±4,304","683,063","±3,730",13.90%,±0.1,"43,183",±531,"244,700","±2,293",9.30%,±0.1,"38,445",±741,"40,535","±1,164",3.20%,±0.1,"37,530","±1,980","62,634","±1,266",5.50%,±0.1,"42,057","±1,201","142,978","±2,170",8.20%,±0.1,"40,335","±1,044","525,009","±4,035",30.00%,±0.2,"33,829",±582,"5,128",±401,0.90%,±0.1,"44,178","±4,032","680,144","±3,480",29.60%,±0.1,"72,931","±1,038","174,622","±2,208",6.40%,±0.1,"60,232","±1,825","523,794","±3,487",13.20%,±0.1,"38,950",±499,"120,077","±1,794",5.40%,±0.1,"44,484","±1,137","401,163","±2,753",36.20%,±0.2,"33,348",±473,"272,326","±2,825",11.20%,±0.1,"40,346",±825,"1,568",±287,0.40%,±0.1,"45,433","±3,760","34,016",±878,4.40%,±0.1,"40,850","±2,467","108,047","±1,752",9.50%,±0.2,"43,327","±1,187","6,321",±564,1.20%,±0.1,"66,692","±7,908","443,052","±3,134",13.00%,±0.1,"59,207",±904,"17,185",±768,2.20%,±0.1,"44,669","±3,333","1,077,128","±5,128",14.30%,±0.1,"53,697",±558,"853,148","±4,459",21.10%,±0.1,"42,996",±404,"9,530",±561,3.00%,±0.2,"41,653","±4,733","590,545","±3,377",12.40%,±0.1,"36,929",±467,"109,913","±1,610",7.30%,±0.1,"39,021",±953,"28,481","±1,311",1.70%,±0.1,"50,950","±2,858","527,013","±3,977",10.20%,±0.1,"42,431",±684,"24,043","±1,044",5.60%,±0.2,"52,703","±3,549","502,659","±3,759",25.40%,±0.2,"38,777",±572,"5,909",±477,1.70%,±0.1,"45,768","±6,697","431,502","±2,564",16.20%,±0.1,"42,396",±783,"1,311,106","±6,750",12.80%,±0.1,"50,916",±539,"10,424",±691,1.00%,±0.1,"48,343","±7,226","2,274",±360,0.90%,±0.1,"43,603","±9,822","613,708","±3,673",18.90%,±0.1,"55,413",±708,"105,540","±2,072",3.60%,±0.1,"59,874","±1,662","23,326",±806,3.30%,±0.1,"34,163","±2,195","134,783","±1,610",5.60%,±0.1,"34,998","±1,120","1,758",±318,0.80%,±0.1,"43,621","±8,295","123,090","±2,365",10.30%,±0.2,"21,277",±588
            American Indian and Alaska Native,"8,425",±598,0.40%,±0.1,"52,999","±5,205","28,524",±802,10.90%,±0.3,"53,061","±2,118","88,234","±1,647",3.30%,±0.1,"41,983",±850,"6,126",±479,0.50%,±0.1,"43,386","±2,920","110,276","±2,363",0.80%,±0.1,"66,904","±1,701","19,238","±1,007",0.90%,±0.1,"55,122","±2,909","3,146",±401,0.20%,±0.1,"43,750","±6,382","1,293",±243,0.30%,±0.1,"51,661","±5,403","1,198",±337,0.40%,±0.1,"58,164","±9,066","18,892","±1,063",0.20%,±0.1,"53,839","±3,480","11,608",±822,0.30%,±0.1,"47,563","±3,661","1,742",±259,0.40%,±0.1,"56,648","±18,175","7,688",±576,1.20%,±0.1,"43,561","±3,815","13,307",±849,0.30%,±0.1,"62,492","±6,062","4,719",±448,0.20%,±0.1,"54,235","±5,342","3,396",±315,0.30%,±0.1,"42,330","±6,050","7,176",±436,0.60%,±0.1,"46,184","±5,348","2,544",±353,0.10%,±0.1,"32,413","±3,217","9,262",±661,0.50%,±0.1,"50,925","±4,235","2,890",±246,0.50%,±0.1,"40,372","±8,153","5,853",±500,0.30%,±0.1,"76,025","±7,661","5,004",±604,0.20%,±0.1,"40,833","±8,656","17,657",±733,0.40%,±0.1,"49,354","±2,850","16,626",±555,0.70%,±0.1,"40,982","±2,564","4,417",±367,0.40%,±0.1,"38,443","±5,494","7,384",±549,0.30%,±0.1,"48,900","±5,027","17,617",±636,4.00%,±0.1,"35,297","±2,533","5,026",±377,0.70%,±0.1,"50,661","±5,691","13,624",±668,1.20%,±0.1,"50,482","±3,470",822,±188,0.20%,±0.1,"61,633","±11,032","7,745",±574,0.20%,±0.1,"65,767","±8,952","54,691","±1,102",6.90%,±0.1,"39,365","±1,619","27,279","±1,232",0.40%,±0.1,"50,731","±3,659","40,707","±1,007",1.00%,±0.1,"40,437","±2,130","10,864",±561,3.40%,±0.2,"40,489","±4,323","7,729",±589,0.20%,±0.1,"41,102","±3,434","98,645","±1,354",6.60%,±0.1,"50,514","±1,135","16,647",±806,1.00%,±0.1,"54,231","±3,891","7,097",±582,0.10%,±0.1,"48,456","±4,442","1,364",±294,0.30%,±0.1,"41,846","±19,152","6,009",±458,0.30%,±0.1,"40,221","±3,853","17,228",±550,5.00%,±0.2,"29,171","±1,558","5,925",±423,0.20%,±0.1,"53,792","±6,587","51,748","±1,790",0.50%,±0.1,"62,393","±2,730","9,601",±623,0.90%,±0.1,"54,545","±4,436",632,±149,0.20%,±0.1,"43,071","±6,514","8,068",±569,0.20%,±0.1,"73,982","±6,484","30,460","±1,152",1.00%,±0.1,"54,965","±2,386",855,±222,0.10%,±0.1,"38,451","±3,649","16,836",±677,0.70%,±0.1,"48,140","±3,290","3,695",±361,1.60%,±0.2,"54,363","±6,016","2,117",±390,0.20%,±0.1,"23,664","±8,672"
